ticker,name,sic_code,description,total_employees
ACN,Accenture PLC,7389,"Accenture is a leading global IT services firm that provides consulting, strategy, and technology and operational services. These services run the gamut from aiding enterprises with digital transformation to procurement services to software system integration. The company provides its IT offerings to a variety of sectors, including communications, media and technology, financial services, health and public services, consumer products, and resources. Accenture employs just under 500,000 people throughout 200 cities in 51 countries.",774000
ACNB,,6022,"ACNB Corp provides banking, insurance, and financial services to businesses and consumers, through its wholly-owned subsidiaries, ACNB Bank and ACNB Insurance Services, Inc. The corporation has two reporting segments; the Bank which generates the majority of the revenue provides banking and wealth management services, including trust and retail brokerage, and ACNB Insurance Services segment which offers a broad range of property and casualty, life and health insurance to both commercial and individual clients.",413
ACOG,Alpha Cognition Inc. Common Stock,2836,"Alpha Cognition Inc is a commercial-stage, biopharmaceutical company dedicated to developing treatments for patients suffering from neurodegenerative diseases, such as Alzheimer's disease and Cognitive Impairment with mild Traumatic Brain Injury (mTBI), for which there are currently no approved treatment options.",5
ACON,"Aclarion, Inc. Common Stock",8071,"Aclarion Inc is a healthcare technology company that leverages Magnetic Resonance Spectroscopy (MRS), and a proprietary biomarker to optimize clinical treatments. Its product Nociscan is a SaaS platform that leverages MR Spectroscopy to noninvasively help physicians distinguish between painful and nonpainful discs in the spine. The Company derives its revenues from one source, the delivery of Nociscan reports to medical professionals. Substantially all revenues are generated from contracts with customers in the United States.",6
ACONW,"Aclarion, Inc. Warrant",8071,"Aclarion Inc is a healthcare technology company that leverages Magnetic Resonance Spectroscopy (MRS), and a proprietary biomarker to optimize clinical treatments. Its product Nociscan is a SaaS platform that leverages MR Spectroscopy to noninvasively help physicians distinguish between painful and nonpainful discs in the spine. The Company derives its revenues from one source, the delivery of Nociscan reports to medical professionals. Substantially all revenues are generated from contracts with customers in the United States.",6
ACP,abrdn Income Credit Strategies Fund,,"abrdn Income Credit Strategies Fund is a diversified, closed-end management investment company. Its investment objective is to seek a high level of current income with a secondary objective of capital appreciation. It predominantly invests in debt and loan instruments of issues that operate in a variety of industries and geographic regions.",0
ACPpA,abrdn Income Credit Strategies Fund  5.250% Series A Perpetual Preferred Stock,,"abrdn Income Credit Strategies Fund is a diversified, closed-end management investment company. Its investment objective is to seek a high level of current income with a secondary objective of capital appreciation. It predominantly invests in debt and loan instruments of issues that operate in a variety of industries and geographic regions.",0
ACR,ACRES Commercial Realty Corp.,6798,"ACRES Commercial Realty Corp is a commercial real estate investment trust that focuses on originating, holding and managing commercial real estate (CRE) mortgage loans and equity investments in commercial real estate properties through direct ownership and joint ventures. The company invests in commercial real-estate-related assets, including whole loans, A notes, B notes, mezzanine loans, and mortgage-related securities, as well as commercial finance assets, which include other asset-backed securities, senior secured corporate loans, equipment leases and notes, trust preferred securities, debt tranches of collateralize debt obligations, and private equity investments mainly issued by financial institutions.",4
ACRE,Ares Commercial Real Estate Corporation,6798,Ares Commercial Real Estate Corp is a specialty finance company and a Real Estate Investment Trust providing commercial real estate loans and related investments. It operates in one segment namely originating and managing a diversified portfolio of CRE debt-related investments. The group recognizes its revenues through the interest income it receives from loans.,2100
ACRS,"Aclaris Therapeutics, Inc.",2834,"Aclaris Therapeutics Inc is a clinical-stage biopharmaceutical company that operates in the United States. It focuses on developing novel drug candidates for immuno-inflammatory diseases. The company operates in two segments: therapeutics and contract research. The therapeutics segment is focused on identifying and developing inventive therapies to address unmet needs for immuno-inflammatory diseases. The contract research segment earns revenue from the provision of laboratory services. The majority of its revenue comes from the contract research segment, which provides laboratory services. Its drug candidates under development are Zunsemetinib, which is an Oral MK2 Inhibitor; ATI-2138 is an ITJ Inhibitor; and ATI-1777.",91
